what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236009691
activated,editor,org.rubypeople.rdt.ui,1.2.4.1255023174,org.rubypeople.rdt.ui.EditorRubyFile,1263236013870
activated,editor,org.rubypeople.rdt.ui,1.2.4.1255023174,org.rubypeople.rdt.ui.EditorRubyFile,1263236019246
activated,editor,org.rubypeople.rdt.ui,1.2.4.1255023174,org.rubypeople.rdt.ui.EditorRubyFile,1263236026911
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236031426
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236184363
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236185632
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236396994
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236402838
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236441842
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.TaskList,1263236441863
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263236442755
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237461004
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237461722
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237463448
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237464090
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237600993
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263237601808
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263238394343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263238648115
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263242877973
activated,editor,org.rubypeople.rdt.ui,1.2.4.1255023174,org.rubypeople.rdt.ui.EditorRubyFile,1263242877998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263242878746
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263243176332
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263243177802
