what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228209240
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228210443
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228215630
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228243565
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228244574
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228247914
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228266697
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228329387
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228335096
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228337578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228356784
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228383523
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228384692
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228386266
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228388858
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228415849
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228433912
started,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1263228462576
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228464287
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228688476
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263228698847
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263229125456
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263229179810
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263229347062
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1263229353139
