what,kind,bundleId,bundleVersion,description,time
started,bundle,com.aptana.rdt,1.3.1.1255023174,com.aptana.rdt,1263399321562
started,bundle,com.aptana.rdt.rake,1.3.2.1254241359,com.aptana.rdt.rake,1263399321562
started,bundle,com.aptana.rdt.ui,1.3.2.1254332735,com.aptana.rdt.ui,1263399321563
started,bundle,org.rubypeople.rdt.core,1.3.2.1255537611,org.rubypeople.rdt.core,1263399321563
started,bundle,org.rubypeople.rdt.debug.core,1.3.2.1254241359,org.rubypeople.rdt.debug.core,1263399321563
started,bundle,org.rubypeople.rdt.debug.ui,1.3.2.1254334821,org.rubypeople.rdt.debug.ui,1263399321616
started,bundle,org.rubypeople.rdt.launching,1.3.0.1254241359,org.rubypeople.rdt.launching,1263399321616
started,bundle,org.rubypeople.rdt.ui,1.2.4.1255023174,org.rubypeople.rdt.ui,1263399321616
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.monitor.ui,1263399321750
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1263399321834
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,org.eclipse.mylyn.commons.net,1263399321940
started,bundle,org.eclipse.mylyn.commons.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.commons.ui,1263399322358
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.bugzilla.core,1263399323046
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.bugzilla.ui,1263399323344
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1263399323689
started,bundle,org.eclipse.mylyn.context.core,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.context.core,1263399323962
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.context.ui,1263399324401
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.tasks.ui,1263399324701
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,org.eclipse.mylyn.team.ui,1263399324858
started,bundle,org.rubypeople.rdt.testunit,1.2.4.1254241359,org.rubypeople.rdt.testunit,1263399325037
started,bundle,org.radrails.rails.ui,1.3.1.1254927943,org.radrails.rails.ui,1263399325038
started,bundle,com.aptana.ide.desktop.integration.protocolhandler,2.0.0.1253913567,com.aptana.ide.desktop.integration.protocolhandler,1263399325174
started,bundle,org.radrails.rails.core,1.3.1.1255533415,org.radrails.rails.core,1263399325296
started,bundle,org.radrails.db.core,2.0.0.1252597864,org.radrails.db.core,1263399326753
started,bundle,com.aptana.ide.desktop.integration.server,2.0.0.1253913567,com.aptana.ide.desktop.integration.server,1263399328063
