what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.3.102.v20081014_34x,org.eclipse.help,1263399320696
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1263399320725
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1263399320774
started,bundle,org.eclipse.jface,3.4.2.M20090107-0800,org.eclipse.jface,1263399320805
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1263399320839
started,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1263399320895
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1263399320965
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1263399321079
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1263399321126
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1263399321127
started,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1263399321220
started,bundle,org.eclipse.ui.navigator,3.3.102.M20090127-1700,org.eclipse.ui.navigator,1263399321241
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1263399321242
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1263399321258
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1263399321315
started,bundle,org.eclipse.update.ui,3.2.101.R34x_v20081128,org.eclipse.update.ui,1263399321337
started,bundle,com.aptana.ide.core,2.0.0.1256166109,com.aptana.ide.core,1263399321360
started,bundle,com.aptana.ide.core.io,2.0.2.1257900571,com.aptana.ide.core.io,1263399321360
started,bundle,com.aptana.ide.core.ui,2.0.2.1257900571,com.aptana.ide.core.ui,1263399321360
started,bundle,com.aptana.ide.debug.core,2.0.0.1256168103,com.aptana.ide.debug.core,1263399321410
started,bundle,com.aptana.ide.debug.ui,2.0.0.1254164293,com.aptana.ide.debug.ui,1263399321471
started,bundle,com.aptana.ide.epl,2.0.0.1256160806,com.aptana.ide.epl,1263399321493
started,bundle,com.aptana.ide.intro,2.0.0.1256597898,com.aptana.ide.intro,1263399321533
started,bundle,com.aptana.ide.syncing.core,2.0.1.1257900571,com.aptana.ide.syncing.core,1263399321533
started,bundle,com.aptana.ide.syncing.ui,2.0.2.1257900571,com.aptana.ide.syncing.ui,1263399321534
